"","Order_all","Family_all","Genus_all","Species_all","Breeding_system","IMPUTED_Compatibility","Autonomous_selfing_level","Autonomous_selfing_level_fruit_set","Flower_morphology","Flower_symmetry","Flowers_per_plant","Flowers_per_inflorescence","Floral_unit_width","Corolla_diameter_mean","Corolla_length_mean","STYLE_IMPUTED","OVULES_IMPUTED","life_form","lifespan","IMPUTED_plant_height_mean_m"
"Asclepias tuberosa","Gentianales","Apocynaceae","Asclepias","Asclepias tuberosa","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",1000,100,40,6.5,8,0.001,70,"herb","Perennial",0.001
"Asclepias verticillata","Gentianales","Apocynaceae","Asclepias","Asclepias verticillata","Hermaphrodite","self_incompatible","low",13,"Open","actinomorphic",80,80,40,5.5,9,0.001,48,"herb","Perennial",0.001
"Ascerates viridiflora","Gentianales","Apocynaceae","Asclepias","Asclepias viridiflora","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",250,25,44.2085292964141,20.4699929809918,11.3580180934014,5.70099337517253,75.1,"herb","Perennial",1.19401848106419
"Asiminia triloba","Magnoliales","Annonaceae","Asimina","Asimina triloba","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",300,2,100,20,20,2,50,"herb","Perennial",0.001
"Aster ageratoides","Asterales","Asteraceae","Aster","Aster ageratoides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",8,8,17.5,17.5,8,3,25,"herb","Perennial",0.001
"Aster asa-grayi","Asterales","Asteraceae","Aster","Aster asa-grayi","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,1,22.5,22.5,10,3,100,"herb","Perennial",0.001
"Aster diplostephioides","Asterales","Asteraceae","Aster","Aster diplostephioides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,15.3,15.3,30,5,200,"herb","Perennial",0.001
"Aster glehni","Asterales","Asteraceae","Aster","Aster glehnii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",75,75,30,30,9.92031918585154,3,35,"herb","Perennial",1.35
"Kalimeris pinnatifida","Asterales","Asteraceae","Aster","Aster iinumae","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,29.1,29.1,1.5,1,75,"herb","Perennial",0.001
"Aster oreophilus","Asterales","Asteraceae","Aster","Aster oreophilus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",20,1,29.1,29.1,10.5850566272015,5,75,"herb","Perennial",0.001
"Aster salicifolius","Asterales","Asteraceae","Aster","Aster salicifolius","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,4,4,7,3,40,"herb","Perennial",1.05
"Aster ageratoides amplexifolius","Asterales","Asteraceae","Aster","Aster satsumensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,19.1,19.1,7.00097197040941,3,75,"herb","Perennial",0.001
"Aster souliei","Asterales","Asteraceae","Aster","Aster souliei","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",2,1,13.2,13.2,10,5,200,"herb","Perennial",0.001
"Aster subulatus","Asterales","Asteraceae","Aster","Aster subulatus","Hermaphrodite","self_compatible","none",36.0708314494492,"Capitulum","actinomorphic",100,20,13,13,13,3,35,"herb","Short lived",0.001
"Aster vestitus","Asterales","Asteraceae","Aster","Aster vestitus","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",1,1,80,80,15,5,75,"herb","Perennial",0.001
"Aster yunnanensis","Asterales","Asteraceae","Aster","Aster yunnanensis","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,62.5,62.5,9.1,5,75,"herb","Perennial",0.001
"Astilbe thunbergii","Saxifragales","Saxifragaceae","Astilbe","Astilbe thunbergii","Hermaphrodite","self_compatible","none",20.8006622679665,"Brush","actinomorphic",300,300,25,6,2,1.8,100,"herb","Perennial",0.001
"Astragalus alpinus","Fabales","Fabaceae","Astragalus","Astragalus alpinus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,15,24,9,12,12,7,"herb","Perennial",0.001
"Astragalus canadensis","Fabales","Fabaceae","Astragalus","Astragalus canadensis","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,60,30,5,12.1,7.5,12,"herb","Perennial",0.001
"Astragalus mexicanus","Fabales","Fabaceae","Astragalus","Astragalus mexicanus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",300,15,35,10,16,7.5,12,"herb","Perennial",0.001
"Astragalus pullus","Fabales","Fabaceae","Astragalus","Astragalus pullus","Hermaphrodite","self_incompatible","none",0,"Tube","zygomorphic",120,20,30,5,10,10,16,"shrub","Perennial",0.001
"Capparis atamisquea","Brassicales","Capparaceae","Atamisquea","Atamisquea emarginata","Hermaphrodite","self_incompatible","none",3.5,"Open","zygomorphic",10000,6,40,13,11.5089171516685,6,23,"shrub","Perennial",4.5
"Gerardia grandiflora","Lamiales","Orobanchaceae","Aureolaria","Aureolaria grandiflora","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",15,15,60,33,47.5,18,100,"herb","Perennial",1.05
"Avicennia germinans","Lamiales","Acanthaceae","Avicennia","Avicennia germinans","Hermaphrodite","self_compatible","low",10,"Tube","actinomorphic",5000,25,50,10,6,4,4,"tree","Perennial",14
"Ayenia tomentosa","Malvales","Malvaceae","Ayenia","Ayenia tomentosa","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",15,15,20,13.2729691196917,5.07463762853946,0.001,10,"herb","Perennial",0.001
"Azorina vidalii","Asterales","Campanulaceae","Azorina","Azorina vidalii","Hermaphrodite","self_compatible","none",0,"Campanulate","actinomorphic",50,12,50,11,24,15,452.251520831878,"shrub","Perennial",1.2
"Bacopa monniera","Lamiales","Plantaginaceae","Bacopa","Bacopa monnieri","Hermaphrodite","self_compatible","low",13,"Campanulate","actinomorphic",10,1,7.5,7.5,10,4.1,178,"herb","Perennial",0.001
"Badula insularis","Ericales","Primulaceae","Badula","Badula insularis","Hermaphrodite","self_compatible","none",19.3430373900215,"Open","actinomorphic",300,30,30,9.48272298036622,6.18269460194792,0.001,4,"tree","Perennial",3.5
"Badula platiphylla","Ericales","Primulaceae","Badula","Badula platyphylla","Hermaphrodite","self_incompatible","none",13.3670304511183,"Open","actinomorphic",300,30,30,11.2136688541376,5.40646316527039,0.001,4,"shrub","Perennial",1.5
"Baeckia gunniana","Myrtales","Myrtaceae","Baeckea","Baeckea gunniana","Hermaphrodite","self_compatible","none",28.9364939562496,"Open","actinomorphic",1500,15,35,4.5,1.3,0.001,19,"shrub","Perennial",0.001
"Bakerella hoyifolia","Santalales","Loranthaceae","Bakerella","Bakerella hoyifolia","Hermaphrodite","self_compatible","medium",50.5,"Tube","actinomorphic",400,40,50,4.1,24.5,25,8,"herb","Perennial",0.001
"Baptisia leucantha","Fabales","Fabaceae","Baptisia","Baptisia alba","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",500,85,60,22.6569446628427,19.6742625391338,6,30,"herb","Perennial",0.001
"Baptisia bracteata","Fabales","Fabaceae","Baptisia","Baptisia bracteata","Hermaphrodite","self_compatible","low",13,"Papilionaceous","zygomorphic",600,30,60,14,16,12,18.5,"herb","Perennial",0.001
"Barringtonia racemosa","Ericales","Lecythidaceae","Barringtonia","Barringtonia racemosa","Hermaphrodite","self_compatible","none",9.28538725954625,"Brush","actinomorphic",2000,30,120,20,33.6172746211202,41,5,"tree","Perennial",6
"Bartsia alpina","Lamiales","Orobanchaceae","Bartsia","Bartsia alpina","Hermaphrodite","self_compatible","none",0,"Tube","zygomorphic",10,10,35,5,17.5,17,94,"herb","Perennial",0.001
"Bastardia viscosa","Malvales","Malvaceae","Bastardia","Bastardia viscosa","Hermaphrodite","self_compatible","medium",35,"Open","actinomorphic",20,20,7.1,7.1,2,1,5,"herb","Perennial",1
"Bauhinia japonica","Fabales","Fabaceae","Bauhinia","Bauhinia japonica","Hermaphrodite","self_incompatible","none",0,"Open","zygomorphic",100,5,60,19.1,37.2877599563512,50,8,"vine","Perennial",6
"Befaria glauca","Ericales","Ericaceae","Bejaria","Bejaria aestuans","Hermaphrodite","self_compatible","none",12.7879163479714,"Campanulate","actinomorphic",100,10,100,35,25,28.1,100,"tree","Perennial",7.1
"Bertiera zaluzania","Gentianales","Rubiaceae","Bertiera","Bertiera zaluzania","Dioecious","dioecious","none",0,"Tube","actinomorphic",300,50,75,15,15,15,100,"shrub","Perennial",1
"Beta maritima","Caryophyllales","Chenopodiaceae","Beta","Beta vulgaris","Dioecious","partially_self_compatible","low",13,"Tube","actinomorphic",150,150,10,2.5,4,2.01,1,"herb","Perennial",0.001
"Bidens aristosa","Asterales","Asteraceae","Bidens","Bidens aristosa","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,10,60,60,24.1,6,56.5,"herb","Short lived",0.001
"Bidens bipinnata","Asterales","Asteraceae","Bidens","Bidens bipinnata","Hermaphrodite","self_compatible","none",27.5038698252448,"Capitulum","actinomorphic",5,5,7.5,7.5,2.1,2,19.5,"herb","Short lived",0.001
"Bidens connata","Asterales","Asteraceae","Bidens","Bidens connata","Hermaphrodite","self_compatible","high",100,"Capitulum","actinomorphic",15,3,14,14,3,6,70,"herb","Short lived",0.001
"Bidens laevis","Asterales","Asteraceae","Bidens","Bidens laevis","Hermaphrodite","self_incompatible","none",1.56052599583279,"Capitulum","actinomorphic",3,3,40,40,10,6,80,"herb","Perennial",0.001
"Bidens pilosa","Asterales","Asteraceae","Bidens","Bidens pilosa","Hermaphrodite","self_compatible","high",67,"Capitulum","actinomorphic",5,5,11,11,8,6,50,"herb","Short lived",0.001
"Polygonum macrophyllum","Caryophyllales","Polygonaceae","Bistorta","Bistorta macrophylla","Hermaphrodite","self_compatible","high",42.5909863724244,"Tube","actinomorphic",500,100,12.5,1,2.75,6,1,"herb","Perennial",0.001
"Polygonum sinomontanum","Caryophyllales","Polygonaceae","Bistorta","Bistorta sinomontana","Hermaphrodite","self_compatible","high",42.1813158608599,"Tube","actinomorphic",100,100,10,3,4.5,3.6,1,"herb","Perennial",0.001
"Bistorta tenuicaulis","Caryophyllales","Polygonaceae","Bistorta","Bistorta tenuicaulis","Dioecious","self_compatible","none",33.8611982077499,"Tube","actinomorphic",200,50,15,2,4.5,8,1,"herb","Perennial",0.001
"Psoralea bituminosa","Fabales","Fabaceae","Bituminaria","Bituminaria bituminosa","Hermaphrodite","self_compatible","high",66.5688469325498,"Tube","zygomorphic",200,30,10,2.5,11.5,9,1,"herb","Short lived",0.001
"Blainvillea dichotoma","Asterales","Asteraceae","Blainvillea","Blainvillea dichotoma","Hermaphrodite","self_compatible","none",26.822885641088,"Capitulum","actinomorphic",15,3,20,5.1,2.1,0.001,10,"herb","Short lived",0.001
"Blastus cochinchinensis","Myrtales","Melastomataceae","Blastus","Blastus cochinchinensis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",150,6,35,8,3,10,100,"shrub","Perennial",2
"Blephilia ciliata","Lamiales","Lamiaceae","Blephilia","Blephilia ciliata","Hermaphrodite","self_compatible","high",45.4986556432593,"Tube","zygomorphic",80,80,55,21.9635565045897,19.4974031740668,12,4,"herb","Perennial",0.001
"Blephilia hirsuta","Lamiales","Lamiaceae","Blephilia","Blephilia hirsuta","Hermaphrodite","self_compatible","high",48.9846745079038,"Tube","zygomorphic",75,25,55,7.1,10.1,10,4,"herb","Perennial",0.001
"Arabis laevigata","Brassicales","Brassicaceae","Boechera","Boechera stricta","Hermaphrodite","self_compatible","high",88,"Tube","actinomorphic",35,5,10,2.1,1.1,0.001,163,"herb","Short lived",0.001
"Boerhaavia caribaea","Boraginales","Nyctaginaceae","Boerhaavia","Boerhavia caribaea","Hermaphrodite","self_compatible","high",88,"Campanulate","actinomorphic",500,25,5,0.001,0.001,2.65,1,"herb","Perennial",0.001
"Boerhaavia erecta","Caryophyllales","Nyctaginaceae","Boerhavia","Boerhavia erecta","Hermaphrodite","self_compatible","high",48.7245347148356,"Campanulate","actinomorphic",50,15,10,2,2,1.625,1,"herb","Short lived",0.001
"Commicarpus tuberosus","Fabales","Nyctaginaceae","Boerhavia","Boerhavia tuberosa","Hermaphrodite","self_compatible","none",36.6566302353614,"Campanulate","actinomorphic",10,10,5,0.001,0.001,2.65,1,"herb","Perennial",0.001
"Boltonia asteroides","Asterales","Asteraceae","Boltonia","Boltonia asteroides","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",15,15,67.5,67.5,9.1,3,90,"herb","Perennial",1.15
"Bonnetia sessilis","Malpighiales","Bonnetiaceae","Bonnetia","Bonnetia sessilis","Hermaphrodite","self_compatible","none",0,"Open","actinomorphic",100,3,60,60,15.6,15,100,"shrub","Perennial",1.5
"Senecio bellidioides","Asterales","Asteraceae","Brachyglottis","Brachyglottis bellidioides","Hermaphrodite","partially_self_compatible","medium",35,"Capitulum","actinomorphic",1,1,30,30,6.85,5,25,"herb","Perennial",0.001
"Senecio bidwilli","Asterales","Asteraceae","Brachyglottis","Brachyglottis bidwillii","Hermaphrodite","partially_self_compatible","none",6.91860564302568,"Capitulum","actinomorphic",500,20,14.1,14.1,5.1,3,15,"shrub","Perennial",0.001
"Brachycome scapiformis","Asterales","Asteraceae","Brachyscome","Brachyscome scapiformis","Hermaphrodite","self_incompatible","none",0,"Open","actinomorphic",1,1,15,15,3,2,35,"herb","Perennial",0.001
"Brachycome scapigera","Asterales","Asteraceae","Brachyscome","Brachyscome scapigera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",10,1,12,12,4.1,2,90,"herb","Perennial",0.001
"Brachyome sinclairii","Asterales","Asteraceae","Brachyscome","Brachyscome sinclairii","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,20,20,2.5,2,60,"herb","Perennial",0.001
"Brachycome stolonifera","Asterales","Asteraceae","Brachyscome","Brachyscome stolonifera","Hermaphrodite","self_incompatible","none",0,"Capitulum","actinomorphic",5,1,12.5,12.5,4.5,2,60,"herb","Perennial",0.001
"Brassica fruticulosa","Brassicales","Brassicaceae","Brassica","Brassica fruticulosa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",20,5,30,15,5.5,1.96,20.2,"shrub","Perennial",2
"Brassica campestris","Brassicales","Brassicaceae","Brassica","Brassica rapa","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",50,15,40,10,5,1,26,"herb","Short lived",0.001
"Bredemeyera_microphylla","Fabales","Polygalaceae","Bredemeyera","Bredemeyera microphylla","Hermaphrodite","self_compatible","high",55.0992077633186,"Papilionaceous","zygomorphic",50,5,15,6,7.69307615210282,1.5,3.5,"shrub","Perennial",0.001
"Bredia hirsuta","Myrtales","Melastomataceae","Bredia","Bredia hirsuta","Hermaphrodite","self_compatible","low",5.63,"Open","actinomorphic",30,5,120,29.1,0.001,10,100,"shrub","Perennial",1
"Brocchinia acuminata","Poales","Bromeliaceae","Brocchinia","Brocchinia acuminata","Hermaphrodite","self_compatible","none",33.8159441540993,"Open","actinomorphic",30,30,30,10.5,10.5,8,189.705217535929,"herb","Perennial",2
"Rhus javanica","Sapindales","Simaroubaceae","Brucea","Brucea javanica","Monoecious","monoecious","none",0,"Open","actinomorphic",5000,200,15,1.75,0.001,1,4,"tree","Perennial",2.5
"Buddleja mendozensis","Lamiales","Scrophulariaceae","Buddleja","Buddleja mendozensis","Hermaphrodite","self_compatible","high",71,"Tube","actinomorphic",500,20,8,2,4,2.25,143,"shrub","Perennial",1.1
"Bursera graveolens","Sapindales","Burseraceae","Bursera","Bursera graveolens","Dioecious","dioecious","none",0,"Campanulate","actinomorphic",2500,50,20,4.8,4,1,2,"tree","Perennial",6
"Caesalpinia pulcherrima","Fabales","Fabaceae","Caesalpinia","Caesalpinia pulcherrima","Hermaphrodite","self_compatible","low",13,"Open","zygomorphic",2000,60,50,50,10,50,6,"shrub","Perennial",1.5
"Calamagrostis arundinacea","Poales","Poaceae","Calamagrostis","Calamagrostis arundinacea","Hermaphrodite","self_compatible","high",49.1152830380337,"Open","zygomorphic",60,60,15,1,4,1,1,"herb","Perennial",0.001
"Calea lucidivenia","Asterales","Asteraceae","Calea","Calea lucidivenia","Hermaphrodite","self_incompatible","none",1.39642402846734,"Capitulum","actinomorphic",50,10,10,16.8764095004877,5.36016814431833,3,90,"herb","Perennial",0.001
"Calendula arvensis","Asterales","Asteraceae","Calendula","Calendula arvensis","Hermaphrodite","self_compatible","medium",74.2,"Capitulum","actinomorphic",10,1,24.1,24.1,6,3,30,"herb","Short lived",0.001
"Callicarpa japonica","Lamiales","Lamiaceae","Callicarpa","Callicarpa japonica","Hermaphrodite","self_incompatible","none",0,"Tube","actinomorphic",5000,100,30,4,4,2.1,9,"shrub","Perennial",1
"Calluna vulgaris","Ericales","Ericaceae","Calluna","Calluna vulgaris","Hermaphrodite","partially_self_compatible","low",10.9,"Campanulate","actinomorphic",2500,40,18,6,6,5,3.1,"shrub","Perennial",0.001
"Calophyllum eputamen","Malpighiales","Clusiaceae","Calophyllum","Calophyllum eputamen","Hermaphrodite","self_compatible","none",18.792918163819,"Open","actinomorphic",2000,50,100,15,16.6817553317767,10,1,"tree","Perennial",4.67109945331643
"Calopogon pulchellus","Asparagales","Orchidaceae","Calopogon","Calopogon tuberosus","Hermaphrodite","self_compatible","none",0,"Open","zygomorphic",10,10,37.5,37.5,17,10,7600,"herb","Perennial",0.001
"Calystegia hederacea","Solanales","Convolvulaceae","Calystegia hederacea","Calystegia hederacea","Hermaphrodite","self_incompatible","none",0,"Campanulate","actinomorphic",10,1,28.5,28.5,38.5,9.5,4,"vine","Perennial",0.001
"Convolvulus sepium","Solanales","Convolvulaceae","Calystegia","Calystegia sepium","Hermaphrodite","self_compatible","low",5.3,"Campanulate","actinomorphic",10,1,60,60,55,22.5,4,"herb","Perennial",3
"Camassia esculenta","Asparagales","Asparagaceae","Camassia","Camassia quamash","Hermaphrodite","self_compatible","low",9,"Open","zygomorphic",100,30,100,35,19,15,21,"herb","Perennial",0.001
"Camassia scilloides","Asparagales","Asparagaceae","Camassia","Camassia scilloides","Hermaphrodite","self_compatible","none",27.2990886040217,"Open","actinomorphic",40,40,100,20,13.5,0.001,30,"herb","Perennial",0.001
"Campanula americana","Asterales","Campanulaceae","Campanula","Campanula americana","Hermaphrodite","self_compatible","low",13,"Open","actinomorphic",30,30,75,25,8,13.5,90,"herb","Short lived",1
"Campanula gieseckiana","Asterales","Campanulaceae","Campanula","Campanula giesekiana","Hermaphrodite","self_incompatible","low",0.03,"Campanulate","actinomorphic",10,3,20,20,32.5,15,259.2,"herb","Perennial",0.001
"Tecoma radicans","Lamiales","Bignoniaceae","Campsis","Campsis radicans","Hermaphrodite","self_incompatible","none",0,"Funnelform","actinomorphic",800,10,280,68,73,48,30,"vine","Perennial",5
"Camptosema paraguariense","Fabales","Fabaceae","Camptosema","Camptosema paraguariense","Hermaphrodite","self_compatible","high",62.5425870344609,"Papilionaceous","zygomorphic",5,5,10,5,11,10,9,"herb","Perennial",0.001
"Canavalia lineata","Fabales","Fabaceae","Canavalia","Canavalia lineata","Hermaphrodite","partially_self_compatible","high",41.8427830786093,"Papilionaceous","zygomorphic",15,3,50,25,25,10,8,"herb","Perennial",0.001
"Canthium bibracteatum","Gentianales","Rubiaceae","Canthium","Canthium bibracteatum","Hermaphrodite","self_compatible","none",15.5767559423791,"Campanulate","actinomorphic",500,5,25,5.1,3,3,2,"shrub","Perennial",6
